pathway	external_id	source	hgnc_symbol_ids
Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)	REACT_268217	Reactome	CYP2J2,PTGS1,CYP4F11,CYP3A43,PAOX,CYP4B1,CYP4F8,CYP17A1,CYP2W1,ALDH2,CYP2S1,CYP4F2,CYP4F3,ALDH1A1,CYP2U1,NCOA2,CYP7B1,NCOA1,CYP1B1,SMOX,CYP2D6,CYP2F1,CYP4F12,CYP46A1,CYP2B6,CYP2C8,CYP26B1,FDXR,CYP27B1,CYP51A1,NR1H4,CYP2C19,CYP4A22,CYP7A1,CYP39A1,FMO2,FMO3,FMO1,TBXAS1,CYP1A1,CYP2A13,CYP21A2,ACSS1,RXRA,PTGIS,CYP11A1,CYP2A7,CYP2A6,ADH1B,POMC,CYP3A7,CYP3A4,CYP2R1,ADH1C,CYP2C9,CYP4F22,CYP1A2,ADH7,ADH6,ADH4,CYP8B1,CYP2E1,CYP27A1,MAOB,MAOA,FDX1L,CYP2C18,ADH1A,CYP11B2,FDX1,CYP4A11,ACSS2,CYP26C1
Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)	REACT_268601	Reactome	CYP2J2,PTGS1,CYP4F11,CYP3A43,PAOX,CYP4B1,CYP4F8,CYP17A1,CYP2W1,ALDH2,CYP2S1,CYP4F2,CYP4F3,ALDH1A1,CYP2U1,NCOA2,CYP7B1,NCOA1,CYP1B1,SMOX,CYP2D6,CYP2F1,CYP4F12,CYP46A1,CYP2B6,CYP2C8,CYP26B1,FDXR,CYP27B1,CYP51A1,NR1H4,CYP2C19,CYP4A22,CYP7A1,CYP39A1,FMO2,FMO3,FMO1,TBXAS1,CYP1A1,CYP2A13,CYP21A2,ACSS1,RXRA,PTGIS,CYP11A1,CYP2A7,CYP2A6,ADH1B,POMC,CYP3A7,CYP3A4,CYP2R1,ADH1C,CYP2C9,CYP4F22,CYP1A2,ADH7,ADH6,ADH4,CYP8B1,CYP2E1,CYP27A1,MAOB,MAOA,FDX1L,CYP2C18,ADH1A,CYP11B2,FDX1,CYP4A11,ACSS2,CYP26C1
Defective CYP19A1 causes Aromatase excess syndrome (AEXS)	REACT_268478	Reactome	CYP2J2,PTGS1,CYP4F11,CYP3A43,PAOX,CYP4B1,CYP4F8,CYP17A1,CYP2W1,ALDH2,CYP2S1,CYP4F2,CYP4F3,ALDH1A1,CYP2U1,NCOA2,CYP7B1,NCOA1,CYP1B1,SMOX,CYP2D6,CYP2F1,CYP4F12,CYP46A1,CYP2B6,CYP2C8,CYP26B1,FDXR,CYP27B1,CYP51A1,NR1H4,CYP2C19,CYP4A22,CYP7A1,CYP39A1,FMO2,FMO3,FMO1,TBXAS1,CYP1A1,CYP2A13,CYP21A2,ACSS1,RXRA,PTGIS,CYP11A1,CYP2A7,CYP2A6,ADH1B,POMC,CYP3A7,CYP3A4,CYP2R1,ADH1C,CYP2C9,CYP4F22,CYP1A2,ADH7,ADH6,ADH4,CYP8B1,CYP2E1,CYP27A1,MAOB,MAOA,FDX1L,CYP2C18,ADH1A,CYP11B2,FDX1,CYP4A11,ACSS2,CYP26C1
Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)	REACT_268108	Reactome	CYP2J2,PTGS1,CYP4F11,CYP3A43,PAOX,CYP4B1,CYP4F8,CYP17A1,CYP2W1,ALDH2,CYP2S1,CYP4F2,CYP4F3,ALDH1A1,CYP2U1,NCOA2,CYP7B1,NCOA1,CYP1B1,SMOX,CYP2D6,CYP2F1,CYP4F12,CYP46A1,CYP2B6,CYP2C8,CYP26B1,FDXR,CYP27B1,CYP51A1,NR1H4,CYP2C19,CYP4A22,CYP7A1,CYP39A1,FMO2,FMO3,FMO1,TBXAS1,CYP1A1,CYP2A13,CYP21A2,ACSS1,RXRA,PTGIS,CYP11A1,CYP2A7,CYP2A6,ADH1B,POMC,CYP3A7,CYP3A4,CYP2R1,ADH1C,CYP2C9,CYP4F22,CYP1A2,ADH7,ADH6,ADH4,CYP8B1,CYP2E1,CYP27A1,MAOB,MAOA,FDX1L,CYP2C18,ADH1A,CYP11B2,FDX1,CYP4A11,ACSS2,CYP26C1
Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)	REACT_267734	Reactome	CYP2J2,PTGS1,CYP4F11,CYP3A43,PAOX,CYP4B1,CYP4F8,CYP17A1,CYP2W1,ALDH2,CYP2S1,CYP4F2,CYP4F3,ALDH1A1,CYP2U1,NCOA2,CYP7B1,NCOA1,CYP1B1,SMOX,CYP2D6,CYP2F1,CYP4F12,CYP46A1,CYP2B6,CYP2C8,CYP26B1,FDXR,CYP27B1,CYP51A1,NR1H4,CYP2C19,CYP4A22,CYP7A1,CYP39A1,FMO2,FMO3,FMO1,TBXAS1,CYP1A1,CYP2A13,CYP21A2,ACSS1,RXRA,PTGIS,CYP11A1,CYP2A7,CYP2A6,ADH1B,POMC,CYP3A7,CYP3A4,CYP2R1,ADH1C,CYP2C9,CYP4F22,CYP1A2,ADH7,ADH6,ADH4,CYP8B1,CYP2E1,CYP27A1,MAOB,MAOA,FDX1L,CYP2C18,ADH1A,CYP11B2,FDX1,CYP4A11,ACSS2,CYP26C1
Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)	REACT_268633	Reactome	CYP2J2,PTGS1,CYP4F11,CYP3A43,PAOX,CYP4B1,CYP4F8,CYP17A1,CYP2W1,ALDH2,CYP2S1,CYP4F2,CYP4F3,ALDH1A1,CYP2U1,NCOA2,CYP7B1,NCOA1,CYP1B1,SMOX,CYP2D6,CYP2F1,CYP4F12,CYP46A1,CYP2B6,CYP2C8,CYP26B1,FDXR,CYP27B1,CYP51A1,NR1H4,CYP2C19,CYP4A22,CYP7A1,CYP39A1,FMO2,FMO3,FMO1,TBXAS1,CYP1A1,CYP2A13,CYP21A2,ACSS1,RXRA,PTGIS,CYP11A1,CYP2A7,CYP2A6,ADH1B,POMC,CYP3A7,CYP3A4,CYP2R1,ADH1C,CYP2C9,CYP4F22,CYP1A2,ADH7,ADH6,ADH4,CYP8B1,CYP2E1,CYP27A1,MAOB,MAOA,FDX1L,CYP2C18,ADH1A,CYP11B2,FDX1,CYP4A11,ACSS2,CYP26C1
Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)	REACT_268528	Reactome	CYP2J2,PTGS1,CYP4F11,CYP3A43,PAOX,CYP4B1,CYP4F8,CYP17A1,CYP2W1,ALDH2,CYP2S1,CYP4F2,CYP4F3,ALDH1A1,CYP2U1,NCOA2,CYP7B1,NCOA1,CYP1B1,SMOX,CYP2D6,CYP2F1,CYP4F12,CYP46A1,CYP2B6,CYP2C8,CYP26B1,FDXR,CYP27B1,CYP51A1,NR1H4,CYP2C19,CYP4A22,CYP7A1,CYP39A1,FMO2,FMO3,FMO1,TBXAS1,CYP1A1,CYP2A13,CYP21A2,ACSS1,RXRA,PTGIS,CYP11A1,CYP2A7,CYP2A6,ADH1B,POMC,CYP3A7,CYP3A4,CYP2R1,ADH1C,CYP2C9,CYP4F22,CYP1A2,ADH7,ADH6,ADH4,CYP8B1,CYP2E1,CYP27A1,MAOB,MAOA,FDX1L,CYP2C18,ADH1A,CYP11B2,FDX1,CYP4A11,ACSS2,CYP26C1
Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)	REACT_268256	Reactome	GSS,GSTA4,GSTA5,MAT1A,GSTA2,GSTA3,UGP2,ACSM1,ACSM5,ACSM4,UGT2B7,UGT2B4,ACSM2A,ACSM2B,GSTA1,SULT1E1,CNDP2,MTRR,GSTM4,GGCT,MGST2,MGST3,MGST1,GGTLC1,SULT1C2,GGTLC2,SULT1C4,SLC26A1,SLC26A2,GSTO2,GSTO1,GSTT2B,GSTT2,MIR4647,GLYATL2,GGT3P,GLYATL1,SLC35B3,NNMT,SULT2B1,SULT1B1,UGT2A2,UGT2A1,UGT2B15,UGT2B17,UGT2B10,UGT2B11,UGDH,NAT2,NAT1,TPMT,SULT1A1,COMT,SULT1A3,SULT1A2,SULT4A1,CYP1A2,GSTT1,GSTM1,GSTM2,GSTM3,GSTZ1,GSTM5,UGT2B28,SLC35D1,GGT1,UGT1A8,UGT1A9,UGT1A4,UGT1A5,UGT1A6,UGT1A7,OPLAH,UGT1A3,PAPSS1,PAPSS2,GCLC,UGT1A1,SLC35B2,SULT1A4,SULT2A1,MAT2A,MAT2B,MTR,GGT2,GCLM,GGT6,GGT7,GGT5,HPGDS,BPNT1,GSTP1,GLYAT,AHCY
pyridoxal 5,-phosphate salvage	PLPSAL-PWY	HumanCyc	PDXP,ALPI,PDXK,PNPO,PHOSPHO2
Formation of tubulin folding intermediates by CCT/TriC	REACT_16956	Reactome	SNORA29,CCT8,TUBA3D,TUBA1C,TUBA1B,TUBA1A,CCT7,CCT4,CCT5,CCT6A,TUBB6,TUBB3,TUBB1,TUBA3C,TUBA4A,TUBB2A,TUBB2B,TUBB4B,TUBB4A,CCT2,TCP1,CCT3
TRAF6 mediated induction of TAK1 complex	REACT_25351	Reactome	TICAM1,TICAM2,TRAF6,TAB3,TAB2,TAB1,MAP3K7,TLR3,CD14,TLR4,LY96,SARM1
TRIF-mediated TLR3/TLR4 signaling 	REACT_25281	Reactome	AGER,IL6ST,IKBKB,IKBKG,TYK2,S100A12,MAP3K7,FADD,IRAK2,RELA,IRAK1,DHX9,CREB1,LY96,PPP2CA,PTPN11,PPP2CB,TLR3,UBA52,ELK1,UBB,UBC,APP,NFKBIB,RPS27A,UBE2D2,UBE2D3,SAA1,UBE2D1,MAPKAPK3,MAPKAPK2,TANK,JUN,TMEM189-UBE2V1,JAK2,JAK1,TMEM189,MYD88,TLR4,FOS,CHUK,SARM1,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,RPS6KA5,UBE2N,MEF2C,CD14,PPP2R5D,NFKB2,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,TBK1,MAPK3,MAPK1,MAPK7,DUSP4,MAPK8,DUSP6,DUSP3,NFKBIA,IL6R,NFKB1,UBE2V1,DUSP7,MAP2K3,MAPK9,UBE2NL,RIPK3,IL6,CDK1,PPP2R1A,PPP2R1B,HMGB1,BIRC3,BIRC2,RIPK1,MAP2K2,MAP2K1,RIPK2,MAP2K7,MAP2K6,MAP2K4,S100B,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,CASP8,ATF1,ATF2
MyD88-independent cascade 	REACT_6809	Reactome	AGER,IL6ST,IKBKB,IKBKG,TYK2,S100A12,MAP3K7,FADD,IRAK2,RELA,IRAK1,DHX9,CREB1,LY96,PPP2CA,PTPN11,PPP2CB,TLR3,UBA52,ELK1,UBB,UBC,APP,NFKBIB,RPS27A,UBE2D2,UBE2D3,SAA1,UBE2D1,MAPKAPK3,MAPKAPK2,TANK,JUN,TMEM189-UBE2V1,JAK2,JAK1,TMEM189,MYD88,TLR4,FOS,CHUK,SARM1,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,RPS6KA5,UBE2N,MEF2C,CD14,PPP2R5D,NFKB2,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,TBK1,MAPK3,MAPK1,MAPK7,DUSP4,MAPK8,DUSP6,DUSP3,NFKBIA,IL6R,NFKB1,UBE2V1,DUSP7,MAP2K3,MAPK9,UBE2NL,RIPK3,IL6,CDK1,PPP2R1A,PPP2R1B,HMGB1,BIRC3,BIRC2,RIPK1,MAP2K2,MAP2K1,RIPK2,MAP2K7,MAP2K6,MAP2K4,S100B,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,CASP8,ATF1,ATF2
Activated TLR4 signalling	REACT_6890	Reactome	AGER,CD36,IL6ST,IKBKB,IKBKG,TYK2,S100A12,MAP3K1,MAP3K7,FADD,IRAK2,RELA,IRAK1,IRAK4,DHX9,DUSP7,CREB1,LY96,PPP2CA,PTPN11,PPP2CB,TLR2,TLR3,UBA52,ELK1,TLR6,UBB,UBC,APP,NFKBIB,RPS27A,UBE2D2,UBE2D3,SAA1,UBE2D1,MAPKAPK3,MAPKAPK2,TANK,TIRAP,JUN,TMEM189-UBE2V1,JAK2,JAK1,TMEM189,MYD88,TLR4,FOS,CHUK,ECSIT,SARM1,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,TBK1,UBE2N,MEF2C,CD14,TLR1,SIGIRR,PPP2R5D,BTK,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,PELI1,PELI3,PELI2,MAPK3,MAPK1,MAPK7,DUSP4,NFKB2,DUSP6,DUSP3,NFKBIA,IL6R,NFKB1,UBE2V1,MAPK8,RPS6KA5,MAP2K3,MAPK9,UBE2NL,MAP2K1,IL6,CDK1,PPP2R1A,PPP2R1B,HMGB1,BIRC3,BIRC2,RIPK1,MAP2K2,RIPK3,RIPK2,MAP2K7,MAP2K6,MAP2K4,S100B,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,CASP8,ATF1,ATF2
Toll Like Receptor 4 (TLR4) Cascade	REACT_6894	Reactome	AGER,CD36,IL6ST,IKBKB,IKBKG,TYK2,S100A12,LBP,MAP3K1,MAP3K7,FADD,IRAK2,RELA,IRAK1,IRAK4,DHX9,DUSP7,CREB1,LY96,PPP2CA,PTPN11,PPP2CB,TLR2,TLR3,UBA52,ELK1,TLR6,TLR4,UBC,APP,NFKBIB,NFKBIA,UBE2D2,UBE2D3,SAA1,UBE2D1,ITGB2,DNM1,DNM3,DNM2,MAPKAPK3,MAPKAPK2,LY86,TANK,TIRAP,JUN,TMEM189-UBE2V1,JAK2,JAK1,TMEM189,MYD88,UBB,FOS,CHUK,ECSIT,SARM1,IRF3,RPS6KA1,RPS6KA2,RPS6KA3,IRF7,TBK1,UBE2N,MEF2C,CD14,TLR1,ITGAM,SIGIRR,PPP2R5D,BTK,MAPK14,MAPK10,MAPK11,TICAM1,TICAM2,PELI1,PELI3,PELI2,MAPK3,MAPK1,MAPK7,DUSP4,NFKB2,DUSP6,DUSP3,RPS27A,IL6R,NFKB1,UBE2V1,CD180,MAPK8,RPS6KA5,RIPK1,MAPK9,MAP2K2,UBE2NL,RIPK3,IL6,CDK1,PPP2R1A,PPP2R1B,HMGB1,BIRC3,BIRC2,MAP2K3,PLCG2,MAP2K1,RIPK2,MAP2K7,MAP2K6,MAP2K4,S100B,NOD1,NOD2,TRAF3,TRAF6,TAB3,TAB2,TAB1,CASP8,ATF1,ATF2
Metabolism of folate and pterines	REACT_11167	Reactome	MTHFD1,MTHFR,DHFRL1,DHFR,FPGS,SLC25A32,SLC19A1,MIR6778,SHMT1,SLC46A1
UTP and CTP <i>de novo</i> biosynthesis	PWY-7176	HumanCyc	NME4,NME5,NME6,NME7,CTPS2,CTPS1,NME3,CMPK1,CMPK2,NME2P1,NME1-NME2,NME2,NME1
Folding of actin by CCT/TriC	REACT_17050	Reactome	CCT8,CCT2,SNORA29,CCT7,CCT4,CCT5,TCP1,CCT3,ACTB,CCT6A
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	REACT_17029	Reactome	VBP1,SNORA29,CCT8,TUBA3D,TUBA1C,TUBA1B,TUBA1A,MIR6834,CCT7,CCT4,CCT5,CCT6A,PFDN1,PFDN2,PFDN5,PFDN4,PFDN6,TUBB6,TUBB3,TUBB1,TUBA3C,TUBA4A,TUBB2A,TUBB2B,TUBB4B,TUBB4A,CCT2,TCP1,CCT3,ACTB
Scavenging by Class B Receptors	REACT_163679	Reactome	SCARB1,APOB,SAA1,CD36,APOA1
stearate biosynthesis	PWY-5972	HumanCyc	ACSL3,ACSL1,ACSL4,ACSL5,ELOVL6,ACSBG1,ACSBG2,ELOVL1,ACOT7,ACOT4,ACOT1,ACOT2,SLC27A2
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	REACT_24019	Reactome	SEC11A,SEC11C,SPCS1,GCG,SPCS3,SPCS2,DPP4
Histidine catabolism	REACT_1249	Reactome	HAL,FTCD,HDC,UROC1,AMDHD1
Activation of gene expression by SREBF (SREBP)	REACT_147904	Reactome	TM7SF2,IDI1,DHCR7,NFYC,NFYB,NFYA,GGPS1,SQLE,SREBF2,GPAM,FASN,LSS,FDFT1,HMGCS1,ACACA,ACACB,MVD,HMGCR,MVK,FDPS,SC5D,PMVK,ELOVL6,SREBF1
Regulation of cholesterol biosynthesis by SREBP (SREBF)	REACT_147797	Reactome	TM7SF2,IDI1,SC5D,DHCR7,NFYC,NFYB,NFYA,GGPS1,SCAP,SQLE,ELOVL6,GPAM,RAN,FASN,LSS,FDFT1,HMGCS1,ACACA,ACACB,KPNB1,MVD,HMGCR,MVK,FDPS,MBTPS2,MBTPS1,PMVK,SREBF2,SREBF1
BCR	Pathway_BCR	NetPath	CRKL,LAT2,IKBKB,AKT1,PTK2B,RAPGEF1,MAP3K7,PIK3CG,STAP1,LIME1,RELA,PIP4K2A,PIP4K2C,BLNK,CBLB,IFITM1,LYN,SHC1,CD22,CREB1,ITK,PTPN18,RPS6,SYK,PTPN11,GSK3A,GSK3B,ELK1,PLEKHA1,PLEKHA2,CCL4L1,PIP5K1A,RASGRP3,NFATC2,NFATC3,CCL4,NFKBIA,GAB1,CRK,MAPKAPK2,JUN,PIK3R2,PIK3R1,GTF2I,FOS,CHUK,BLK,ITPR2,HCK,ITPR1,BCAR1,PTPN6,CR2,RPS6KA1,VAV1,VAV2,CBL,EIF4EBP1,HNRNPK,LCK,BTK,CD19,TEC,CD72,CCL3,RPS6KB1,FOSB,MAPK14,CD5,SH3BP2,NEDD9,STAT3,STAT1,CD81,BTLA,SLA2,IGHM,MAPK3,MAPK1,MAPK8,SH2B2,BANK1,CTNNB1,SOS2,SOS1,PIP5K1C,PIP5K1B,CCL4L2,DAPP1,FOXO1,CDK2,CDK4,CDK6,CDK7,PIP4K2B,PRKD1,PTK2,JUNB,BAX,FOXO3,PLCG2,PLCG1,FYN,RB1,DOK1,ZAP70,HCLS1,MALT1,CARD11,PRKCB,FCGR2B,PRKCD,PRKCQ,LCP2,RASA1,CASP7,TCL1A,CHST15,NCK1,PDPK2P,CASP9,PDPK1,BCL6,BCL10,ATF2
Inhibition of Signaling by Overexpressed EGFR	REACT_268595	Reactome	EGFR,EGF
Signaling by Overexpressed Wild-Type EGFR in Cancer	REACT_268546	Reactome	MOV10,NRAS,MDM2,IL6ST,AKT1,AKT2,AKT3,TNRC6C,TNRC6B,TNRC6A,TYK2,KITLG,MLST8,CALM2,CALM3,CALM1,ARHGEF7,PIK3CB,PIK3CD,CAMK4,PIK3R3,FGFR1,ERBB2,ERBB3,CD28,SHC1,ERBB4,CREB1,NRG1,FGFR4,FGFR2,FGFR3,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,PTPN11,GSK3A,ADCY9,KIT,PTEN,UBA52,UBB,UBC,ADCY8,HRAS,RPS27A,FRS2,CLTA,IRS2,TRIB3,STAM,ADRBK1,AP2S1,THEM4,TSC2,EGF,AKT1S1,JAK2,PIK3R2,PIK3R1,JAK1,GSK3B,CSK,EPN1,FGF7,CHUK,HGS,CDKN1A,FGF9,FGF8,ITPR2,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,LRIG1,VAV1,GAB1,CBL,BTC,PIK3CA,AGO4,AGO1,LCK,FGF20,AGO2,PDGFRB,PDGFRA,EPS15L1,MAP2K1,PAG1,IRS1,PRKAR2A,SPRY2,SPRY1,PRKAR2B,ITPR3,NRG4,CD86,RAF1,SH3GL2,ITPR1,MAPK3,CD80,CSF1R,RPS6KB2,AP2M1,HBEGF,FGF19,MAPK1,CDKN1B,FGF10,FGF17,FGF16,SRC,FOXO1,IL6R,FGF23,MTOR,PRKAR1A,PRKAR1B,PHLPP2,PHLPP1,ADAM10,SOS1,ADAM12,BAD,KL,IL6,CDK1,PRKACG,PRKACA,EREG,PRKACB,CDC42,ADAM17,EGFR,FOXO3,MAP2K2,PLCG1,FOXO4,EPS15,RICTOR,PDE1C,STAM2,TRAT1,FYN,AP2B1,MAPKAP1,PXN,YWHAB,FGF18,NRG3,NRG2,SH3KBP1,PDGFB,KLB,PRKCA,PRKCE,PRKCD,PRKCG,AP2A1,AP2A2,FGF22,CASP9,AGO3,PDPK1,CD19
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	REACT_11053	Reactome	SLC27A5,CYP8B1,CYP46A1,AKR1D1,PTGIS,CYP27A1,AMACR,HSD3B7,CYP39A1,AKR1C4,SLC27A2,AKR1C1,AKR1C2,AKR1C3
7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	PWY-7286	HumanCyc	TYW1,TYW3
Recognition and association of DNA glycosylase with site containing an affected purine	REACT_2176	Reactome	MUTYH,MPG,OGG1
Smooth Muscle Contraction	REACT_20558	Reactome	ACTA2,MYH11,ACTG2,ITGA1,MYL6,SORBS1,SORBS3,MYL9,CALM2,CALM3,CALM1,TPM4,TPM3,TPM2,TPM1,TLN1,PXN,ITGB5,VCL,CALD1,MYL12B,MYLK,MYL6B,LMOD1
Defective RFT1 causes RFT1-CDG (CDG-1n)	REACT_268458	Reactome	DOLK,RPN1,RPN2,TUSC3,SEC24B,DHDDS,DOLPP1,PMM2,PMM1,ALG12,CANX,MLEC,NPL,CTSA,SEC24D,EDEM2,EDEM3,SEC24C,EDEM1,MAN1A1,MAN1A2,MAN1B1,PRKCSH,ALG8,ALG9,ALG2,ALG3,ALG1,ALG6,ALG5,MANEA,CMAS,SLC35A1,UGGT2,B4GALT1,B4GALT3,B4GALT2,B4GALT5,B4GALT4,B4GALT6,SEC13,UAP1,MAN2A2,MAN2A1,PGM3,STT3A,ST8SIA6,MOGS,ST8SIA4,ST8SIA3,ST8SIA2,ST8SIA1,NEU1,MGAT3,GFPT1,GFPT2,GANAB,ALG10B,MAGT1,MCFD2,SEC23A,SRD5A3,DPM3,DPM2,DPM1,UGGT1,DPAGT1,GMPPA,GMPPB,MVD,ALG10,ALG11,SAR1B,ALG13,ALG14,SLC17A5,GLB1,PREB,NEU4,RFT1,AMIGO3,ST8SIA5,NEU2,NEU3,NAGPA-AS1,ST6GAL2,ST6GAL1,DDOST,MPDU1,GNE,MPI,DAD1,SEC31A,NANP,NANS,ST3GAL3,ST3GAL2,ST3GAL1,ST3GAL6,ST3GAL5,ST3GAL4,PDIA3,MGAT1,MGAT2,MAN1C1,LMAN1,MGAT5,ST6GALNAC6,ST6GALNAC5,ST6GALNAC4,ST6GALNAC3,ST6GALNAC2,ST6GALNAC1,CALR,MGAT4A,MGAT4C,MGAT4B,SEC24A,FUT8
wybutosine biosynthesis	PWY-7283	HumanCyc	LCMT2,TYW1,TYW3
Interaction With Cumulus Cells	REACT_163796	Reactome	
Activation of ATR in response to replication stress	REACT_6769	Reactome	RAD17,CLSPN,RFC5,RAD9B,RAD9A,RFC3,RFC2,ATR,RAD1,CDC6,CDC7,HUS1,TREX1,ATRIP,ORC6,RFC4,CDC25A,CHEK1,MCM10,CDC25C,ORC4,ORC5,ORC2,ORC3,ORC1,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,MCM8,RPA1,RPA3,RPA2,CDK2,DBF4,CDC45
G2/M Checkpoints	REACT_828	Reactome	RAD17,CLSPN,RFC5,RFC4,RAD9A,ATM,PKMYT1,RFC2,ATR,RAD1,CDC6,CDC7,HUS1,TREX1,ATRIP,ORC6,RAD9B,WEE1,CHEK2,CDC25A,CHEK1,MCM10,CDC25C,ORC4,ORC5,ORC2,ORC3,ORC1,MCM7,MCM6,MCM5,MCM4,MCM3,RFC3,MCM8,CCNB2,CCNB1,RPA1,RPA3,RPA2,CDK1,CDK2,DBF4,CDC45,MCM2
fatty acid biosynthesis initiation	PWY-5966-1	HumanCyc	FASN,ACACB,ACACA,MCAT
Transport of connexins along the secretory pathway	REACT_9392	Reactome	GJB1,GJA1
GDP-L-fucose biosynthesis I (from GDP-D-mannose)	PWY-66	HumanCyc	TSTA3,GMDS
Cytosolic tRNA aminoacylation	REACT_15306	Reactome	KARS,VARS,DARS,MIR6758,MIR6890,AIMP2,AIMP1,PPA1,HARS,NARS,RARS,YARS,EPRS,IARS,CARS,WARS,QARS,GARS,LARS,AARS,FARSB,FARSA,MARS,TARS,SARS,EEF1E1
Signaling by Retinoic Acid	REACT_267785	Reactome	RDH16,PDHA1,FABP5,ALDH1A1,CHKB,ALDH1A3,RARA,PDK1,RARB,CRABP1,CRABP2,DHRS9,DHRS4,RDH5,DHRS3,CYP26B1,ALDH1A2,RDH10,PDHB,AKR1C3,RDH11,CPT1A,PDHX,CPT1B,DLD,RXRG,RXRA,RXRB,PPARD,DLAT,SDR16C5,RARG,ADH4,PDK4,RDH14,PDK3,PDK2,ADH1C,DHRS4L1,ADH1A,RDH13,CYP26C1
Oligomerization of connexins into connexons	REACT_9398	Reactome	GJB1,GJA1
RNA Polymerase I Transcription Initiation	REACT_953	Reactome	HDAC1,HDAC2,SNORA40,ERCC2,ERCC3,KAT2B,KAT2A,TTF1,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,CHD3,EHMT2,CHD4,UBTF,SNORA1,SNORD5,TWISTNB,MTA1,MTA2,MTA3,SNORA32,SNORA18,GTF2H3,GTF2H2,GTF2H1,CDK7,TAF1A,GTF2H4,POLR2E,RRN3,POLR2F,ERCC6,POLR2L,MNAT1,MIR1304,POLR2H,POLR2K,TAF1C,TAF1B,ZNRD1,TAF1D,CD3EAP,GTF2H2C,RBBP7,RBBP4,SNORA8,MBD3,TBP,GATAD2B,GATAD2A,CCNH
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	REACT_11048	Reactome	NCOA2,CYP7B1,NCOA1,CYP8B1,AKR1D1,RXRA,PTGIS,CYP27A1,NR1H4,HSD3B7,AKR1C4,CYP7A1,AKR1C1,AKR1C2,AKR1C3
Cleavage of the damaged purine	REACT_1729	Reactome	MUTYH,MPG,OGG1
Processing and activation of SUMO	REACT_163793	Reactome	UBE2I,SUMO1,SUMO3,SUMO2,SENP2,SENP1,SAE1,UBA2,SENP5
DNA Replication	REACT_383	Reactome	POLA2,POLA1,RFC4,RFC5,CDKN1B,CDKN1A,RPS27A,RFC1,RFC3,RFC2,POLE,FEN1,GMNN,CDC6,CDC7,DNA2,CCNA2,CCNA1,CDT1,UBA52,RB1,APEX1,POLD1,POLD2,POLD3,PRIM1,LIG1,PRIM2,POLD4,PCNA,MCM10,ORC6,ORC4,ORC5,ORC2,ORC3,ORC1,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,MCM8,GINS2,GINS1,GINS4,RPA4,FZR1,RPA1,RPA3,RPA2,CDK2,DBF4,POLE2,UBB,UBC,CDC45
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	REACT_11039	Reactome	GJA1
Transport of connexons to the plasma membrane	REACT_11050	Reactome	GJA1
Gap junction assembly	REACT_9509	Reactome	GJB1,GJA1
